0	0	1.0
1	1	1.0
2	2	1.0
3	3	1.0
4	4	1.0
5	5	1.0
6	6	1.0
7	7	1.0
8	8	1.0
9	9	1.0
10	10	1.0
11	11	1.0
12	12	1.0
13	13	1.0
14	14	1.0
15	15	1.0
16	16	1.0
17	17	1.0
18	18	1.0
19	19	1.0
20	20	1.0
21	21	1.0
22	22	1.0
23	23	1.0
24	24	1.0
25	25	1.0
26	26	1.0
27	27	1.0
28	28	1.0
29	29	1.0
30	30	1.0
31	31	1.0
32	32	1.0
33	33	1.0
34	34	1.0
35	35	1.0
36	36	1.0
37	37	1.0
38	38	1.0
39	39	1.0
40	40	1.0
41	41	1.0
42	42	1.0
43	43	1.0
44	44	1.0
45	45	1.0
46	46	1.0
47	47	1.0
48	48	1.0
49	49	1.0
50	50	1.0
six	six	1.0
nine	nine	1.0
eleven	eleven	1.0
ten	ten	1.0
eighteen	eighteen	1.0
30	30	1.0
twenty two	twenty two	1.0
25	25	1.0
nineteen	nineteen	1.0
twenty three	twenty three	1.0
four	four	1.0
21	21	1.0
seven	seven	1.0
seventeen	seventeen	1.0
twenty four	twenty four	1.0
sixteen	sixteen	1.0
6	6	1.0
five	five	1.0
36	36	1.0
twenty eight	twenty eight	1.0
eight	eight	1.0
one	one	1.0
26	26	1.0
twenty	twenty	1.0
thirty	thirty	1.0
29	29	1.0
20	20	1.0
39	39	1.0
thirteen	thirteen	1.0
31	31	1.0
fourteen	fourteen	1.0
fifteen	fifteen	1.0
twenty seven	twenty seven	1.0
twelve	twelve	1.0
twenty six	twenty six	1.0
three	three	1.0
twenty nine	twenty nine	1.0
twenty five	twenty five	1.0
twenty one	twenty one	1.0
two	two	1.0
35	35	1.0
-50	-50	1.0
-49	-49	1.0
-48	-48	1.0
-47	-47	1.0
-46	-46	1.0
-45	-45	1.0
-44	-44	1.0
-43	-43	1.0
-42	-42	1.0
-41	-41	1.0
-40	-40	1.0
-39	-39	1.0
-38	-38	1.0
-37	-37	1.0
-36	-36	1.0
-35	-35	1.0
-34	-34	1.0
-33	-33	1.0
-32	-32	1.0
-31	-31	1.0
-30	-30	1.0
-29	-29	1.0
-28	-28	1.0
-27	-27	1.0
-26	-26	1.0
-25	-25	1.0
-24	-24	1.0
-23	-23	1.0
-22	-22	1.0
-21	-21	1.0
-20	-20	1.0
-19	-19	1.0
-18	-18	1.0
-17	-17	1.0
-16	-16	1.0
-15	-15	1.0
-14	-14	1.0
-13	-13	1.0
-12	-12	1.0
-11	-11	1.0
-10	-10	1.0
-9	-9	1.0
-8	-8	1.0
-7	-7	1.0
-6	-6	1.0
-5	-5	1.0
-4	-4	1.0
-3	-3	1.0
-2	-2	1.0
-1	-1	1.0
